id,original_input,gold_reference,bigscience/T0pp,text-davinci-003,gpt-3.5-turbo
b98a092a59ceaaf39d8238a5652f0809d19c41326a1e92e20aa0e12f731e6edc,"A piano teacher accused of sexually assaulting an underage student killed himself outside a New Hampshire courthouse hours before his case was declared a mistrial, authorities say. John Goodwin, of Atkinson, shot himself near his car outside the Rockingham County Superior Courthouse in Brentwood on Friday. He was airlifted to a hospital, where he died from his injuries. The jury was not aware of what had happened outside the courthouse when they decided they could not reach a verdict in the 75-year-old's case, according to New England Cable News. John Goodwin, 75, killed himself outside of Rockingham County Superior Courthouse on Friday morning while jurors were deliberating claims that Goodwin had sexually assaulted an underage student . Prosecutors said that Goodwin, who pleaded not guilty, repeatedly sexually assaulted an 11-year-old student from 2002 to 2005. The former student testified he didn't come forward until 2013 because he was embarrassed, according to WMUR. Goodwin's lawyer, Joe Welsh, acknowledged his client was 'touchy-feely,' but said he didn't commit a crime. 'He did hug his student, rubbed his back, massage,' said Welsh. 'It's not a crime. Whether it's appropriate, that's different.' Goodwin's trial began Monday. The jury had been deliberating for two hours when Goodwin shot himself around 11am. He was not in custody at the time of the shooting. The jury was not aware of what had happened outside the courthouse when they decided they could not reach a verdict in Goodwin's case .","John Goodwin, 75, of Atkinson, New Hampshire, went on trial this week on six counts of aggravated felonious sexual assault .
The jury were not aware of what had happened when they decided they could not reach a verdict .
Goodwin had pleaded not guilty in the case in which prosecutors said he repeatedly sexually assaulted a student, who is now 24 .
The former student alleged the abuse began when he was 11 years old and lasted from 2002 to 2005 .","A piano teacher accused of sexually assaulting an underage student killed himself outside a New Hampshire courthouse hours before his case was declared a mistrial, authorities said.","A piano teacher accused of sexually assaulting an underage student, John Goodwin, 75, killed himself outside a New Hampshire courthouse before his case was declared a mistrial. Goodwin's lawyer argued that his actions were not criminal, but the jury could not reach a verdict before Goodwin's suicide.","A piano teacher accused of sexually assaulting an underage student, John Goodwin, 75, killed himself outside a New Hampshire courthouse before his case was declared a mistrial. Goodwin's lawyer argued that his actions were not criminal, emphasizing that he was 'touchy-feely' but did not commit a crime. The jury, unaware of Goodwin's suicide, could not reach a verdict in the case."
583dacdb78108493936a75f3de059967d02a4c3380fe27c2af338591b03502df,"Ben Flower does not believe he deserved the standing ovation which greeted his return from suspension on Thursday night. As his Wigan side beat Warrington 30-20, the Wales forward made his first appearance since he punched St Helens' Lance Hohaia in the opening moments of last season's Grand Final, earning a six-month ban. The 27-year-old, who came on as a substitute in the 23rd minute of Thursday's match, told the Daily Star Sunday: 'I was surprised how calm I was, with everything going through my head about doing the right things. Ben Flower does not believe he deserved the standing ovation which greeted his return from suspension . 'But I didn't expect such a big loud roar and a standing ovation. For the fans to stick by me like that is a credit to them. 'It was lovely for them to do that but at the end of the day I do not deserve that because I let the club down massively.' Ahead of Flower's return, coach Shaun Wane had said he wanted to see him come back an even more aggressive player, but Flower said he needed to learn how to manage his emotions. 'I will get back to being a more aggressive player as I get fitter but aggressive does not mean that I am going to be a dirty player,' he said. 'What happened in the Grand Final was a massive mistake.' The Wales forward in action during Wigan Warriors' 30-20 victory against Warrington last Thursday . Flower struggles to control the ball as Warrington forward Ben Currie lines him up the for hit .","Ben Flower returned from his six-month ban on Thursday night .
Wales forward made first appearance since he punched St Helens' Lance Hohaia in the opening moments of last season's Grand Final .
27-year-old received a brilliant reception during's Wigan's 30-20 victory against Warrington .",Ben Flower has urged Wigan Warriors fans to stick by their side despite their disappointing Super League defeat at Warrington.,"Ben Flower, returning from suspension after a six-month ban for punching Lance Hohaia, expressed surprise at the standing ovation he received during Wigan's win over Warrington. Despite the support, Flower believes he did not deserve such praise and acknowledges the need to manage his emotions better to avoid past mistakes.","Ben Flower expresses surprise at receiving a standing ovation upon his return from suspension after punching Lance Hohaia in the Grand Final, acknowledging his mistake and the support of the fans. Flower aims to become more aggressive on the field but emphasizes the need to manage his emotions better to avoid similar incidents in the future."
6e6b920362bafb791d29f906a64a0415a0c736e53ae3d424c549cb3b057d7e8e,"Leeds' sporting director Nicola Salerno has resigned, the club's disqualified owner Massimo Cellino is reported to have confirmed. The 58-year-old Italian's departure comes six days after Leeds' assistant head coach Steve Thompson was suspended. Cellino, banned from having any executive influence at Elland Road until May 4 due to a tax conviction in Italy, told the Yorkshire Evening Post: 'He resigned. I'm not there so I don't know why. Nicola Salerno (right) has resigned from his role as Leeds United's sporting director . 'I wanted him to stay and speak about it first when I got back to Leeds but he made the decision. This is the situation.' Salerno, who worked with Cellino at his previous club Cagliari, has been reported in Italy to be lined up to become sporting director at Serie A club Palermo. Leeds United assistant manager Steve Thompson (left) was been suspended by the club last week . Thompson's suspension has left manager Neil Redfearn considering his future at Elland Road . He arrived at Elland Road last summer following the completion of Cellino's club takeover in March last year. When Leeds were contacted they were unable to comment on the matter. It is understood Salerno was responsible for the departure of Thompson, who joined Leeds as head coach Neil Redfearn's assistant in December. Thompson has made no comment since his suspension and is currently consulting with the League Managers' Association.","Disqualified owner Massimo Cellino confirms Nicola Salerno's departure .
Announcement comes six days after assistant coach was suspended .
Salerno understood to be responsible for Steve Thompson suspension .
Italian has been linked with sporting director's job at Palermo in Italy .","Leeds United sporting director Nicola Salerno has resigned, reports BBC Radio Leeds.","Leeds' sporting director Nicola Salerno has resigned, reportedly confirmed by the club's disqualified owner Massimo Cellino. Salerno's departure follows the suspension of assistant head coach Steve Thompson, leading to uncertainty within the club. The situation has left manager Neil Redfearn contemplating his future at Elland Road.","Leeds' sporting director Nicola Salerno has resigned, reportedly confirmed by the club's disqualified owner Massimo Cellino. Salerno's departure follows the suspension of assistant head coach Steve Thompson, leading to uncertainty within the club as manager Neil Redfearn contemplates his future at Elland Road."
49f45c17ee34e2aa420ef557d944a6f2df96f5226c2793e4a9d379c517fde9a5,"(CNN)Love it or hate it, Jared Leto's interpretation of the Joker is an internet sensation. The Oscar winner put on white makeup (and a lot of tattoos this time) to portray the Clown Prince of Crime in the upcoming movie ""Suicide Squad."" Set for release August 5, 2016, ""Suicide Squad"" is based on the DC Comics series and also stars Will Smith, Margot Robbie and Viola Davis. Twitter users got their first look at Leto in character Friday night, and the memes started almost immediately. From comparisons to ""Home Alone"" to an imagining of Ben Affleck tatted up, people on social media put their Photoshopping skills to work all weekend. Which is your favorite?","Leto will play the Clown Prince of Crime in 2016's ""Suicide Squad""
The first picture of Leto in character led to a series of spoof photos .",Jared Leto's Joker is an internet sensation . The Oscar winner put on white makeup (and a lot of it) to play the Batman villain .,"Jared Leto's portrayal of the Joker in ""Suicide Squad"" has sparked a viral sensation online, with fans creating memes and sharing their reactions on social media. The movie, set for release on August 5, 2016, features Leto alongside stars like Will Smith and Margot Robbie, based on the DC Comics series.","Jared Leto's portrayal of the Joker in ""Suicide Squad"" has sparked internet frenzy with his unique interpretation and distinctive appearance, including white makeup and tattoos. The movie, set for release on August 5, 2016, features Leto alongside stars like Will Smith and Margot Robbie, generating a wave of memes and social media reactions."
b3058764d4a1f4f1c3f29f3a945180376eccb1095aff1547d1ea229eac3cbb1f,"Tokyo (CNN)A second robotic probe sent into the crippled Fukushima nuclear plant has captured images of a strange green glow. Tokyo Electric Power Company (TEPCO) deployed the second remote-controlled robot last week after the first one broke down. The robot detected lower radiation levels and temperature than expected, an indicator that cooling systems were working effectively, according to a statement released by TEPCO. ""It is a great step forward towards the decommissioning work as we can earn necessary data for the next investigation,"" said Akira Ono, the chief of Fukushima Daiichi plant. TEPCO said the yellow seen on the images seemed to suggest a discoloration of the grating, though the cause was unknown. It said the green glow could not be seen when filmed from other angles. The shape-shifting robots were sent in to assess the damage in one of the reactors that suffered a meltdown after a devastating earthquake and tsunami in March 2011. TEPCO says the site's still too dangerous for workers to enter. The first robot, which was sent in on April 10, stalled after moving about 10 meters, according to a statement released by TEPCO.  A report and footage from the robot shows that a fallen object had blocked its path and left it stranded. TEPCO decided to cut off the cable connected to the device on April 12 as it had already collected data on radiation levels in 14 of the 18 targeted locations, completing around two-thirds of the originally planned route. The second robot was sent in on April 15 and collected data from all 11 points, as scheduled. Four years after the devastating nuclear crisis, the radiation levels inside the three damaged reactors are still extremely high and remain unsafe for people to enter. Decommissioning work is estimated to cost $50 billion and will take years to complete. TEPCO called the robotic probe an ""unprecedented"" experiment. CNN's Yoko Wakatsuki and Junko Ogura reported from Tokyo, Japan and Naomi Ng wrote from Hong Kong.","A robotic probe into the Fukushima nuclear plant released crucial information on conditions inside the reactor .
TEPCO: Recorded radiation levels and temperatures are lower than expected .
The robot was sent into the plant after the first one broke down .",A second robotic probe sent into the crippled Fukushima nuclear plant has captured images of a strange green glow .,"A robotic probe sent into the Fukushima nuclear plant captured a strange green glow, indicating effective cooling systems. The probe detected lower radiation levels and temperature, providing crucial data for decommissioning efforts in the aftermath of the 2011 disaster. The site remains too dangerous for human workers, with the decommissioning process estimated to take years and cost $50 billion.","A robotic probe sent into the Fukushima nuclear plant captured a strange green glow, indicating effective cooling systems. The probe detected lower radiation levels and temperature, providing crucial data for decommissioning efforts in the aftermath of the 2011 disaster."
398e92ff7b50f9aa42a3b205b3327474a126526ccf543d5d2bd930fdeab74d2a,"Nearly 1000 bags of the depressant drug Kava were seized from a vehicle where four unrestrained children were sitting in the back seat. Northern Territory police arrested and charged a 39-year-old man and a 26-year-old woman following the drug bust in Katherine, 320 kilometres southeast of Darwin on Sunday. Detective Sergeant Ian Kennon from the Northern Substance Abuse Intelligence Desk said police pulled over an unregistered Mitsubishi Pajero travelling along the Stuart Highway just before 1pm. During the extensive search, police found approximately 20 kilograms of kava divided into 862 small bags and a small quantity of cannabis. Police have seized an approximately 20 kilograms of the depressant drug Kava - divided into 862 deal bags . An unregistered car was travelling along the Stuart Highway in Katherine southeast of Darwin on Sunday . The man and woman were arrested and taken to Katherine Watch House. The pair were both charged with possessing traffickable quantity of kava, supplying a traffickable quantity of kava and possessing cannabis in a public place. The man was further charged with driving an unregistered motor vehicle, driving an unsafe motor vehicle, failing to restrain a young person (x4) and disorderly behaviour. They will appear in Katherine Magistrates Court on Monday. Sorry we are not currently accepting comments on this article.","Police seized 20 kilograms of kava after pulling over an unregistered car .
A 39-year-old man and a 26-year-old woman have been charged .
Police found the kava divided into 862 deal bags on Sunday .
They also found a small quantity of cannabis and four unrestrained kids .
The pair will appear in Katherine Magistrates Court on Monday .
Kava is a depressant drug made from the root or stump of the kava shrub .",Police in Australia have seized nearly 1000 bags of the depressant drug Kava from a vehicle where four unrestrained children were sitting in the back seat.,"Nearly 1000 bags of the depressant drug Kava were seized from an unregistered vehicle in Katherine, leading to the arrest of a 39-year-old man and a 26-year-old woman. The pair face charges related to possessing and supplying a traffickable quantity of kava, along with other offenses.","Nearly 1000 bags of the depressant drug Kava were seized from an unregistered vehicle in Katherine, leading to the arrest of a 39-year-old man and a 26-year-old woman. The pair face charges related to possessing and supplying a traffickable quantity of kava, along with other offenses."
3b9298e8f3216f1b437cf19fc7d5ce8a0ad9b8d951f621cf13559b7502c992ec,"(CNN)Hip-hop star Nelly has been arrested on drug charges in Tennessee after a state trooper pulled over the private bus in which he was traveling, authorities said. The 40-year-old rapper from St. Louis, who shot to fame 15 years ago with the track ""Country Grammar,"" has been charged with felony possession of drugs, simple possession of marijuana and possession of drug paraphernalia, the Tennessee Department of Safety and Homeland Security said. The state trooper stopped the bus carrying Nelly and five other people on Interstate 40 in Putnam County on Saturday because it wasn't displaying U.S. Department of Transportation and International Fuel Tax Association stickers, according to Tennessee authorities. The trooper was about to conduct an inspection of the bus, a Prevost motor coach, when he ""noticed an odor of marijuana emitting from the vehicle,"" authorities said in a statement. Two troopers then searched the bus, finding ""five colored crystal-type rocks that tested positive for methamphetamine, as well as a small amount of marijuana and other drug paraphernalia,"" the statement said. The search also turned up several handguns and 100 small Ziploc bags, which the statement said are commonly used for selling drugs. The guns included a gold-plated .50-caliber Desert Eagle pistol, a .45-caliber Taurus pistol and a .500 Smith & Wesson magnum. Nelly, whose real name is Cornell Haynes, was taken to the Putnam County Jail along with another passenger. He later posted bond and left the jail, the Putnam County Sheriff's Office said. CNN couldn't immediately reach Nelly's representatives for comment Saturday. CNN's Janet DiGiacomo contributed to this report.","State troopers say they found methamphetamine and marijuana on a bus carrying Nelly and five others .
Nelly has been charged with felony possession of drugs .",Nelly arrested after police pulled over his tour bus .,"Nelly, the hip-hop star, was arrested on drug charges in Tennessee after a state trooper found drugs and paraphernalia on the private bus he was traveling in. The rapper faces charges of felony drug possession, marijuana possession, and possession of drug paraphernalia.","Nelly, the hip-hop star, was arrested on drug charges in Tennessee after a state trooper found drugs and paraphernalia on the private bus he was traveling in. The rapper faces charges of felony drug possession, marijuana possession, and possession of drug paraphernalia."
e2677923b2e698764f00471be2877778e075d1b5c0de800d4472dae81291c2ba,"Former Manchester United and City striker Carlos Tevez believes it is harder to score goals in Serie A than the Premier League. The Argentine, who has scored 36 goals in the Italian league since arriving at Juventus in the summer of 2013 blasted Premier League midfields as 'non-existent', and suggested defending is better on the continent. After sitting out Juve's defeat to bottom of the table Parma, ahead of a Champions League quarter-final against Monaco on Tuesday, Tevez who has scored 25 times for the Old Lady this season, insisted his task was now 'much more difficult'. Carlos Tevez, in action against Empoli in Serie A, says it is harder to score goals in Italy than England . The striker has 36 league goals in the Italian top flight since leaving England for Juventus in 2013 . 'It's much easier to score in the Premier League, where the ball doesn't stop moving, the action is everywhere and the midfield is non-existent,' the striker, who scored 84 Premier League goals and won three titles, told Italian paper La Repubblica. 'Here you see a striker up against five defenders, it's much more difficult than in England. The Italian league is of a high standard.' The striker, who won the Champions League with Manchester United in 2008, believes his Juventus team are more rounded than that side, and can repeat the success. 'That was a different situation,' he added. 'There were some amazing examples: Cristiano Ronaldo, Wayne Rooney, Ryan Giggs, Rio Ferdinand, Paul Scholes. 'I think that now there is a team instead. We are very hard to beat.' The Argentine striker scored 84 Premier League goals and won three titles with Manchester United and City . Tevez won the Champions League with United in 2008, and believes Juventus can match that achievement .","Carlos Tevez played for Manchester United, Manchester City and West Ham .
Argentinian striker scored 84 Premier League goals and won three titles .
But Tevez says in England 'the midfield is non-existent'
Tevez insists his Juventus side can win the Champions League .
Striker won the trophy with Manchester United in 2008 .",Carlos Tevez believes it is harder to score goals in Serie A than the Premier League . The Argentine has scored 36 goals in Serie A for Juventus .,"Carlos Tevez finds it more challenging to score goals in Serie A compared to the Premier League, citing the stronger defending and midfield presence in Italy. Despite his success in England, Tevez believes Juventus has the potential to achieve Champions League success with their well-rounded team.","Carlos Tevez finds it more challenging to score goals in Serie A compared to the Premier League, citing the stronger defending in Italy. Despite his success in England, he believes Juventus has a well-rounded team capable of achieving Champions League success similar to his time at Manchester United."
fdf46ec0db8c2fd5df9b1b3a0af1e289bbdcb9579b57bb26786a11f0cba303a8,"Men do almost twice the amount of housework after they retire - but they are still doing far less than their wives, according to new research. The study of 1,302 German couples found working men did just two hours of house work each day, which almost doubled to 3.9 hours when they retired. But they are still lagging behind their stay-at-home female partners when it comes to sharing the burden. Division of labour: Men do just two hours of housework a day while working, which increases to 3.9 after they retire - but it is still far less than the amount carried out by their stay-at-home wives . The study, published in the Journal of Marriage and Family, found women who did not work did an average of 6.8 hours before their husband's retired. Chores included doing the laundry and the washing up, as well as running errands, according to New York Magazine. However, the number of hours they did each day only dropped to 6.1 after their husbands retired. What's more, it seems the men were still avoiding the washing up, even post-retirement. The research noted the increase in the men's hours was mainly taken up by more 'manly' chores - like repairs and gardening. However, the study - conducted by Thomas Leopold at the University of Amsterdam and Jan Skopek at the European University Institute - does not reveal how the burden was shared when both the husband and wife were working. Manly: The men were also less likely to do the 'female' chores, sticking to gardening and repairs .","Study of 1,302 couples found working men do two hours of chores a day .
But once they retired, men upped their housework hours to to 3.9 a day .
Women's chores went from 6.8 hours a day to 6.1 a day after retirement .
The study, carried out in Germany, .","Men do almost twice as much housework after they retire - but they are still doing far less than their wives, according to new research .","Men do almost twice the amount of housework after retirement, but still significantly less than their wives, who continue to bear the majority of the household burden. The study of German couples revealed that men's post-retirement increase in housework mainly involved 'manly' chores like repairs and gardening, while they continued to avoid tasks like washing up.","Men do almost twice the amount of housework after retirement, but still significantly less than their wives, as per a study of 1,302 German couples. While men's housework hours increase from 2 to 3.9 post-retirement, women, especially stay-at-home wives, continue to shoulder a heavier burden, with women who don't work averaging 6.8 hours compared to men's 3.9 hours."
82b7e0b0ed6394f406a90f72157b7c2e223dcfcd6741aeaa1460a945aed8f76e,"Juventus and Liverpool are continuing to monitor developments with Chelsea midfielder Oscar. The Brazil international has been criticised by Jose Mourinho in recent weeks and there are question marks over his future. Chelsea want to strengthen in the summer and may need a high profile departure to help balance the books. Juventus and Liverpool are interested in signing Chelsea 23-year-old midfielder Oscar . Oscar in action during Chelsea's 1-0 Premier League victory against Queens Park Rangers last weekend . Oscar cost Chelsea £19.35m and they would want a substantial profit on the 23 year-old. Paris Saintt Germain have shown interest in the past also. Juventus want a playmaker for next season and Brazil boss Carlos Dunga advised them to buy Oscar. 'He reminds me of Roberto Baggio,' he said. 'Oscar has technique, reads situations well and is a modern and versatile trequartista. He reminds me of Roberto Baggio, but also has similarities to Massimiliano Allegri. The former Sao Paulo youngster has struggled to make an impact for Chelsea this season . Brazil coach Dunga (pictured) revealed the Chelsea midfielder reminds him of Roberto Baggio . 'Brazilians like to have fun with their football, which hasn’t happened to Oscar very much recently, but I met Jose Mourinho and he spoke highly of all his Brazilian players. 'I tell Allegri that Oscar is strong and also a good lad. A forward line with him, Carlos Tevez and Alvaro Morata would drive any Coach crazy. 'It wouldn’t be a step backwards for Oscar to go to Juventus. He’d be decisive in Serie A and whether he plays for Juventus or Chelsea it’ll always be a great club.' Oscar celebrates scoring Chelsea's fourth goal during the 5-0 victory against Swansea in January .","Chelsea could consider selling Brazilian midfielder Oscar this summer .
Both Juventus and Liverpool are keeping tracking of developments .
Oscar has struggled to maintain a first team place this season .",Liverpool and Juventus are continuing to monitor developments with Chelsea midfielder Oscar. The Brazil international has been criticised by Jose Mourinho in recent weeks and there are question marks over his future.,"Juventus and Liverpool are interested in potentially signing Chelsea midfielder Oscar, with Chelsea considering a high-profile departure to strengthen their squad. Brazil coach Carlos Dunga has praised Oscar's abilities, likening him to Roberto Baggio and recommending him to Juventus as a playmaker for the upcoming season.","Juventus and Liverpool are interested in potentially signing Chelsea midfielder Oscar, with Chelsea considering a high-profile departure to strengthen in the summer. Brazil coach Carlos Dunga has recommended Oscar to Juventus, likening him to Roberto Baggio and suggesting he could thrive in Serie A."
db3abd2a117c26abea5e60f735d62e61bbdb8c7131f6f5a34ad39f09fb4051d4,"David Villa seems to be enjoying his recent move across the pond to the MLS, as the New York City captain visits the sight's of his new home. The former Barcelona forward has enjoyed a solid start in America, scoring once and helping his side to third place in the Eastern conference. Posting the picture on his Instagram, Villa said: 'Beautiful Empire State Building!!' David Villa posted this snap of his Instagram of his family enjoying the Empire State Building in New York . The newest franchise in the MLS are currently two points behind city rivals the New York Red Bulls and Villa will want his side to have the bragging rights. The arrival of Frank Lampard at the end of the Premier League season will be a major boost and could what City need to take them to the next step. New York's next game is away to the Philadelphia Union on April 11, who find themselves bottom of the Eastern conference. Villa (right) in action against New England Revolution where he scored his only goal for New York City .","David Villa posted the photo of his family by the Empire State Building .
The former Barcelona striker moved to New York City on a free transfer .
Villa has scored one goal since his move and seems to be enjoying the US .",David Villa is enjoying his time in the MLS with New York City FC . The Spanish striker has scored two goals in three games for his new side .,"David Villa is settling well in the MLS with New York City, currently in third place in the Eastern conference. Villa's positive start includes scoring a goal and enjoying iconic New York landmarks with his family. The upcoming addition of Frank Lampard could further boost the team's performance.","David Villa is settling well in the MLS with New York City, currently in third place in the Eastern conference. Villa's positive start includes scoring a goal and enjoying iconic New York landmarks with his family. The upcoming addition of Frank Lampard could further boost the team's performance."
b29d758ae647d9342e2b47e4eca27acec97b6f7eabeff4321ee07ab6f071e995,"The majority of Americans identify as 'middle class'. But what does it actually mean? Crunching the numbers, a new study by Pew Charitable Trusts has revealed the exact salary you need to qualify in each state. Maryland's middle class is the highest paid in the country, with an average income of $72,483. Alaska is second with $72,237, followed by New Jersey with $70,165. The top five is completed by Hawaii and the District of Columbia, where middle class citizens are paid an average higher than $67,500. With an average income of $37,963, Mississippi's middle class is the lowest paid in the country. It is followed by Arkansas with $40,511, West Virginia with $41,253, Alabama with $42,849, and Kentucky with $43,399. New York - home to the financial capital of the United States, New York City - falls 17th in the table. The lowest paid middle class citizen in New York earns $38,246 and the highest paid takes an annual salary of $114,738. The average is $57,369. In California, 11th on the table, the average middle class income is $60,190, with a lower limit of $40,127 and an upper limit of $120,380. According to the study, published on March 19, America's middle class has shrunk significantly in the wake of the financial crisis. This colored map of the country displays the shrinking middle class across the U.S. However, whether you earn $20,000 or $250,000, you are still more likely to classify yourself as 'middle class'. Technically, Pew's researchers explain, middle class households earn between 67 and 200 per cent of the state's average income. The national average income is $52,250.","Most Americans identify as 'middle class' whether they earn $20k or $250k .
New study calculates how much middle class citizens earn in each state .
Highest paid middle class is in Maryland, Alaska, New Jersey, Hawaii, DC .
Lowest paid is in Mississippi, Arkansas, West Virginia, Alabama, Kentucky .","The American middle class is shrinking, a new study finds.","The study by Pew Charitable Trusts reveals the income thresholds for the middle class in each state, with Maryland having the highest average income at $72,483 and Mississippi the lowest at $37,963. The middle class in the U.S. has significantly decreased post-financial crisis, with households earning between 67 and 200 percent of the state's average income typically classified as middle class.","The study by Pew Charitable Trusts reveals the income thresholds for the middle class in each state, with Maryland having the highest average income at $72,483 and Mississippi the lowest at $37,963. The middle class in the U.S. has significantly decreased post-financial crisis, with households earning between 67 and 200 percent of the state's average income typically classified as middle class."
bbf2e46e29029fb72e5621de8f3554cb7fbc9eda44f8f4a15a2f02333822e7ff,"Crystal Palace manager Alan Pardew insists he is not interested in raiding former club Newcastle for Tim Krul and is disappointed that reports emerged suggesting he was planning a move. Pardew is planning a busy summer in the transfer market after taking over at Palace and leading the team on an incredible run of form that has pulled them away from the relegation zone. The 53-year-old made the shock decision to leave Newcastle for the south London club in January but maintains that he is happy with current No 1 Julian Speroni. Alan Pardew admits he is disappointed to be linked with a raid on his former club for goalkeeper Tim Krul . Pardew says that as Crystal Palace manager, he has had no contact with Newcastle or Krul over a transfer . The Crystal Palace manager insists he is happy with current Eagles No 1 goalkeeper Julian Speroni . ‘There’s been no contact between me, Newcastle, the player and the agent,’ Pardew said. ‘I’m surprised at that. It’s unwelcome. I’ve got a great relationship with my goalkeeper here. I’m confident that Krul will stay at Newcastle. ‘We’re looking at a number of players for the future but not a goalkeeper at the moment. We need to take the next step. We’re fortunate of the location we have and the crowd we get. There’s an opportunity to move forward quickly. ‘Whether that’s buying a player from Rotherham for £100,000 or a player from Inter Milan for £8million, well do what’s right for the club.’","Alan Pardew left Newcastle to take over as Crystal Palace manager .
There have been rumours linking him with Magpies keeper Tim Krul .
Pardew is disappointed that reports emerged suggesting the move .
He says there has been no contact between him and the club or the player .",Alan Pardew has ruled out a move for Newcastle goalkeeper Tim Krul.,"Crystal Palace manager Alan Pardew denies interest in raiding former club Newcastle for Tim Krul, expressing contentment with current goalkeeper Julian Speroni. Pardew emphasizes his focus on a busy summer transfer window to strengthen the team and move forward strategically.","Crystal Palace manager Alan Pardew denies interest in raiding former club Newcastle for Tim Krul, expressing contentment with current goalkeeper Julian Speroni. Pardew emphasizes his focus on a busy summer transfer window to strengthen the team and move forward strategically."
c16bcf02f31419fdcd49293a301f1d56e0fa0f6e83111f61bfd763c9ac492306,"Kabul, Afghanistan (CNN)Three people were killed and five others were wounded Thursday afternoon when a group of armed assailants stormed into the attorney general's office in Balkh province, northern Afghanistan, according to a press release from the provincial governor's office. Although most staff members and civilians have been rescued, an exchange of fire between Afghan security forces and the assailants is ongoing, the statement says. Two police officers and a security guard of the provincial attorney general's office were among the dead. Afghan security forces are cautiously making advances in the fight in order to avoid civilian casualties, according to the press statement.","Three people killed; five wounded in attack on attorney general's office in Balkh province .
Staff and civilians have been rescued as gunmen engaged Afghan security forces .",Three people were killed and five wounded in a suicide attack in Kabul .,"Three people were killed and five others wounded in an attack on the attorney general's office in Balkh province, Afghanistan. The assailants engaged in an ongoing exchange of fire with Afghan security forces, resulting in casualties including police officers and a security guard. Security forces are proceeding cautiously to prevent civilian harm during the conflict.","Three people were killed and five others wounded in an attack on the attorney general's office in Balkh province, Afghanistan. The assailants engaged in an exchange of fire with Afghan security forces, resulting in casualties including two police officers and a security guard. Security forces are proceeding cautiously to prevent civilian casualties."
f692423b48f82f069e49ed74ea91cd2958590a8e8431ce1edaf34ca55a27abbc,"Children who experience stressful events such as a death or illness in the family, divorce or separation, could be three times more likely to develop type 1 diabetes. Swedish scientists analysed more than 10,000 families with children aged two to 14 who did not have the condition, looking at whether there was any family conflict, a change of family structure, interventions from social services or unemployment. Subsequently, 58 children were diagnosed with type 1 diabetes. The researchers found many were among those badly affected by events in their formative years. Children who experience stressful events such as a death or illness in the family, divorce or separation, could be three times more likely to develop type 1 diabetes (stock image above) The team at Linkoping University said that while the causes of type 1 diabetes are unknown, it is usually preceded by the body’s immune system killing so-called beta cells in the pancreas that produce insulin. They suggested damaging events in childhood could affect beta cells and raise insulin demands to cope with elevated levels of stress hormones. Other factors include viral infection, dietary habits, birth weight and early weight gain. The study concluded: ‘The experience of a serious life event during the first 14 years of life may be a risk factor. The study suggested damaging events in childhood could affect beta cells and raise insulin demands to cope with elevated levels of stress hormones. Above, a woman tests her blood sugar . 'The current study examined serious life events experienced at any time before diagnosis; further studies are thus needed to determine when in the autoimmune process psychological stress may contribute.' Genetic predisposition remains the most important factor, with a 12-fold increase in the risk of developing type 1 diabetes for a child from a family in which another close family member has it. The majority of people have type 2 diabetes, which is associated with being overweight, but more than 95 per cent of cases of diabetes in children are type 1 and rates have been increasing in recent years.","Swedish scientists analysed more than 10,000 families in the study .
58 children with diabetes had also been badly affected by previous events .
Other factors include viral infection, diet and early weight gain .","Children who experience stressful events are three times more likely to develop type 1 diabetes, say researchers.","Children experiencing stressful events like family deaths, divorce, or separation may be three times more likely to develop type 1 diabetes, according to a study by Swedish scientists. The research, analyzing over 10,000 families, found that such events in childhood could impact beta cells in the pancreas, potentially raising insulin demands due to elevated stress hormone levels. Genetic predisposition remains a significant risk factor, with a 12-fold increase in type 1 diabetes risk for children with close family members having the condition.","Children who experience stressful events like family deaths or divorces may be three times more likely to develop type 1 diabetes, according to a study by Swedish scientists. The research, analyzing over 10,000 families, found that such events in childhood could impact beta cells in the pancreas, potentially raising insulin demands due to elevated stress hormone levels. Genetic predisposition remains a significant risk factor, with a 12-fold increase in type 1 diabetes risk for children with close family members having the condition."
